Estacion,Anio,Hora,Ruido_dB
La Florida,2023,20:00,65.6
La Florida,2023,21:00,65.3
La Florida,2023,22:00,64.3
La Florida,2023,23:00,63.4
La Florida,2024,00:00,61.5
La Florida,2024,01:00,59.9
La Florida,2024,02:00,58.2
La Florida,2024,03:00,57.2
La Florida,2024,04:00,57.8
La Florida,2024,05:00,59.2
La Florida,2024,06:00,62.9
La Florida,2024,07:00,65.7
La Florida,2024,08:00,65
La Florida,2024,09:00,64.8
La Florida,2024,10:00,64.3
La Florida,2024,11:00,63.9
La Florida,2024,12:00,64.1
La Florida,2024,13:00,64.4
La Florida,2024,14:00,64.7
La Florida,2024,15:00,64.7
La Florida,2024,16:00,64.9
La Florida,2024,17:00,65.2
La Florida,2024,18:00,65.4
La Florida,2024,19:00,65.3
La Florida,2024,20:00,65.1
La Florida,2024,21:00,65.2
La Florida,2024,22:00,64.2
La Florida,2024,23:00,63.2
La Florida,2025,00:00,61.7
La Florida,2025,01:00,60
La Florida,2025,02:00,58.5
La Florida,2025,03:00,56.9
La Florida,2025,04:00,57
La Florida,2025,05:00,58.9
La Florida,2025,06:00,63
La Florida,2025,07:00,64.8
La Florida,2025,08:00,64.4
La Florida,2025,09:00,64.3
La Florida,2025,10:00,63.8
La Florida,2025,11:00,63.6
La Florida,2025,12:00,63.6
La Florida,2025,13:00,64.2
La Florida,2025,14:00,64.5
La Florida,2025,15:00,64.6
La Florida,2025,16:00,64.5
La Florida,2025,17:00,64.8
La Florida,2025,18:00,65.3
La Florida,2025,19:00,65.2
La Florida,2025,20:00,65
La Florida,2025,21:00,65
La Florida,2025,22:00,64.2
La Florida,2025,23:00,63.1
Las Condes,2023,00:00,61.9
Las Condes,2023,01:00,60.5
Las Condes,2023,02:00,58.8
Las Condes,2023,03:00,57.8
Las Condes,2023,04:00,57.3
Las Condes,2023,05:00,57.8
Las Condes,2023,06:00,62.3
Las Condes,2023,07:00,67
Las Condes,2023,08:00,67
Las Condes,2023,09:00,67.4
Las Condes,2023,10:00,66.9
Las Condes,2023,11:00,67.2
Las Condes,2023,12:00,67.1
Las Condes,2023,13:00,67.5
Las Condes,2023,14:00,67
Las Condes,2023,15:00,66.9
Las Condes,2023,16:00,66.9
Las Condes,2023,17:00,67
Las Condes,2023,18:00,66.5
Las Condes,2023,19:00,66.5
Las Condes,2023,20:00,66.5
Las Condes,2023,21:00,65.5
Las Condes,2023,22:00,64.6
Las Condes,2023,23:00,63.4
Las Condes,2024,00:00,61
Las Condes,2024,01:00,59.7
Las Condes,2024,02:00,58.1
Las Condes,2024,03:00,56.9
Las Condes,2024,04:00,56.6
Las Condes,2024,05:00,57.9
Las Condes,2024,06:00,62.1
Las Condes,2024,07:00,66.5
Las Condes,2024,08:00,66.5
Las Condes,2024,09:00,67.2
Las Condes,2024,10:00,66.9
Las Condes,2024,11:00,67
Las Condes,2024,12:00,67
Las Condes,2024,13:00,66.8
Las Condes,2024,14:00,66.8
Las Condes,2024,15:00,66.7
Las Condes,2024,16:00,66.9
Las Condes,2024,17:00,67.1
Las Condes,2024,18:00,66.3
Las Condes,2024,19:00,66
Las Condes,2024,20:00,66
Las Condes,2024,21:00,65.1
Las Condes,2024,22:00,64
Las Condes,2024,23:00,62.8
Las Condes,2025,00:00,60.9
Las Condes,2025,01:00,59.3
Las Condes,2025,02:00,57.9
Las Condes,2025,03:00,56.6
Las Condes,2025,04:00,56.2
Las Condes,2025,05:00,57.7
Las Condes,2025,06:00,62.4
Las Condes,2025,07:00,66.6
Las Condes,2025,08:00,66.4
Las Condes,2025,09:00,66.8
Las Condes,2025,10:00,66.6
Las Condes,2025,11:00,66.4
Las Condes,2025,12:00,66.4
Las Condes,2025,13:00,66.5
Las Condes,2025,14:00,66.3
Las Condes,2025,15:00,66.1
Las Condes,2025,16:00,66.2
Las Condes,2025,17:00,66.3
Las Condes,2025,18:00,65.8
Las Condes,2025,19:00,65.9
Las Condes,2025,20:00,66
Las Condes,2025,21:00,65
Las Condes,2025,22:00,64.1
Las Condes,2025,23:00,62.7
Playa Ancha,2023,00:00,60.2
Playa Ancha,2023,01:00,58.4
Playa Ancha,2023,02:00,56.6
Playa Ancha,2023,03:00,55.1
Playa Ancha,2023,04:00,54.2
Playa Ancha,2023,05:00,59.1
Playa Ancha,2023,06:00,63.3
Playa Ancha,2023,07:00,65.8
Playa Ancha,2023,08:00,66.7
Playa Ancha,2023,09:00,66.9
Playa Ancha,2023,10:00,66.9
Playa Ancha,2023,11:00,67.2
Playa Ancha,2023,12:00,67.6
Playa Ancha,2023,13:00,67.8
Playa Ancha,2023,14:00,67.8
Playa Ancha,2023,15:00,67.7
Playa Ancha,2023,16:00,67.7
Playa Ancha,2023,17:00,67.6
Playa Ancha,2023,18:00,67.5
Playa Ancha,2023,19:00,67
Playa Ancha,2023,20:00,66.2
Playa Ancha,2023,21:00,65.5
Playa Ancha,2023,22:00,63.3
Playa Ancha,2023,23:00,62
Playa Ancha,2024,00:00,60.1
Playa Ancha,2024,01:00,54.5
Playa Ancha,2024,02:00,52.7
Playa Ancha,2024,03:00,52.6
Playa Ancha,2024,04:00,52.8
Playa Ancha,2024,05:00,56.7
Playa Ancha,2024,06:00,63.1
Playa Ancha,2024,07:00,66.4
Playa Ancha,2024,08:00,67
Playa Ancha,2024,09:00,67.1
Playa Ancha,2024,10:00,67.2
Playa Ancha,2024,11:00,67.3
Playa Ancha,2024,12:00,67.5
Playa Ancha,2024,13:00,67.4
Playa Ancha,2024,14:00,67.5
Playa Ancha,2024,15:00,67.4
Playa Ancha,2024,16:00,67.3
Playa Ancha,2024,17:00,67.4
Playa Ancha,2024,18:00,66.9
Playa Ancha,2024,19:00,66.6
Playa Ancha,2024,20:00,65.6
Playa Ancha,2024,21:00,64.2
Playa Ancha,2024,22:00,61.6
Playa Ancha,2024,23:00,63
Playa Ancha,2025,00:00,59.6
Playa Ancha,2025,01:00,56.5
Playa Ancha,2025,02:00,54.5
Playa Ancha,2025,03:00,54.3
Playa Ancha,2025,04:00,53.1
Playa Ancha,2025,05:00,57.1
Playa Ancha,2025,06:00,63.3
Playa Ancha,2025,07:00,67
Playa Ancha,2025,08:00,67.6
Playa Ancha,2025,09:00,67.6
Playa Ancha,2025,10:00,67.8
Playa Ancha,2025,11:00,67.7
Playa Ancha,2025,12:00,67.9
Playa Ancha,2025,13:00,67.9
Playa Ancha,2025,14:00,68
Playa Ancha,2025,15:00,67.8
Playa Ancha,2025,16:00,68
Playa Ancha,2025,17:00,68
Playa Ancha,2025,18:00,67.8
Playa Ancha,2025,19:00,67.4
Playa Ancha,2025,20:00,66.4
Playa Ancha,2025,21:00,64.9
Playa Ancha,2025,22:00,62.2
Playa Ancha,2025,23:00,59.7
Providencia,2023,00:00,58.6
Providencia,2023,01:00,56.3
Providencia,2023,02:00,54.7
Providencia,2023,03:00,53.7
Providencia,2023,04:00,53.5
Providencia,2023,05:00,54.4
Providencia,2023,06:00,56.8
Providencia,2023,07:00,60.9
Providencia,2023,08:00,61.7
Providencia,2023,09:00,62
Providencia,2023,10:00,62.7
Providencia,2023,11:00,62.7
Providencia,2023,12:00,62.7
Providencia,2023,13:00,62.8
Providencia,2023,14:00,62.5
Providencia,2023,15:00,62.7
Providencia,2023,16:00,62.7
Providencia,2023,17:00,63.1
Providencia,2023,18:00,62.7
Providencia,2023,19:00,62.9
Providencia,2023,20:00,63
Providencia,2023,21:00,61.5
Providencia,2023,22:00,60.7
Providencia,2023,23:00,59.4
Providencia,2024,00:00,58.3
Providencia,2024,01:00,55.6
Providencia,2024,02:00,54
Providencia,2024,03:00,53
Providencia,2024,04:00,53
Providencia,2024,05:00,54.9
Providencia,2024,06:00,57.1
Providencia,2024,07:00,60.8
Providencia,2024,08:00,61.9
Providencia,2024,09:00,62.3
Providencia,2024,10:00,63.2
Providencia,2024,11:00,62.7
Providencia,2024,12:00,62.5
Providencia,2024,13:00,62.5
Providencia,2024,14:00,62.2
Providencia,2024,15:00,62.3
Providencia,2024,16:00,62.8
Providencia,2024,17:00,62.6
Providencia,2024,18:00,62.4
Providencia,2024,19:00,62.6
Providencia,2024,20:00,62.5
Providencia,2024,21:00,61.8
Providencia,2024,22:00,60.2
Providencia,2024,23:00,59
Providencia,2025,00:00,57
Providencia,2025,01:00,55.4
Providencia,2025,02:00,54
Providencia,2025,03:00,53
Providencia,2025,04:00,52.8
Providencia,2025,05:00,54.5
Providencia,2025,06:00,56.7
Providencia,2025,07:00,60.5
Providencia,2025,08:00,61.5
Providencia,2025,09:00,61.6
Providencia,2025,10:00,61.7
Providencia,2025,11:00,61.7
Providencia,2025,12:00,61.8
Providencia,2025,13:00,61.7
Providencia,2025,14:00,61.7
Providencia,2025,15:00,61.5
Providencia,2025,16:00,61.8
Providencia,2025,17:00,62.1
Providencia,2025,18:00,62.3
Providencia,2025,19:00,62.3
Providencia,2025,20:00,61.9
Providencia,2025,21:00,61
Providencia,2025,22:00,59.9
Providencia,2025,23:00,58.8
Providencia Reemplazo,2024,00:00,55.8
Providencia Reemplazo,2024,01:00,55.6
Providencia Reemplazo,2024,02:00,54.7
Providencia Reemplazo,2024,03:00,55.1
Providencia Reemplazo,2024,04:00,54.9
Providencia Reemplazo,2024,05:00,56.4
Providencia Reemplazo,2024,06:00,59.9
Providencia Reemplazo,2024,07:00,63.8
Providencia Reemplazo,2024,08:00,64.9
Providencia Reemplazo,2024,09:00,74
Providencia Reemplazo,2024,10:00,74.4
Providencia Reemplazo,2024,11:00,64.2
Providencia Reemplazo,2024,12:00,63.8
Providencia Reemplazo,2024,13:00,70.3
Providencia Reemplazo,2024,14:00,73.4
Providencia Reemplazo,2024,15:00,65.3
Providencia Reemplazo,2024,16:00,64.4
Providencia Reemplazo,2024,17:00,65
Providencia Reemplazo,2024,18:00,63.2
Providencia Reemplazo,2024,19:00,62.9
Providencia Reemplazo,2024,20:00,62.3
Providencia Reemplazo,2024,21:00,60.8
Providencia Reemplazo,2024,22:00,58.5
Providencia Reemplazo,2024,23:00,56.8
Puente Alto,2023,00:00,64.8
Puente Alto,2023,01:00,62.7
Puente Alto,2023,02:00,61.3
Puente Alto,2023,03:00,59.7
Puente Alto,2023,04:00,60.2
Puente Alto,2023,05:00,63
Puente Alto,2023,06:00,65.4
Puente Alto,2023,07:00,65.8
Puente Alto,2023,08:00,66
Puente Alto,2023,09:00,66.5
Puente Alto,2023,10:00,66.2
Puente Alto,2023,11:00,66.4
Puente Alto,2023,12:00,66.9
Puente Alto,2023,13:00,67
Puente Alto,2023,14:00,66.6
Puente Alto,2023,15:00,66.8
Puente Alto,2023,16:00,66.8
Puente Alto,2023,17:00,66.9
Puente Alto,2023,18:00,67.3
Puente Alto,2023,19:00,67.5
Puente Alto,2023,20:00,67.2
Puente Alto,2023,21:00,66.9
Puente Alto,2023,22:00,67.1
Puente Alto,2023,23:00,65.3
Puente Alto,2024,00:00,62.8
Puente Alto,2024,01:00,61
Puente Alto,2024,02:00,60
Puente Alto,2024,03:00,58.5
Puente Alto,2024,04:00,58.1
Puente Alto,2024,05:00,62.1
Puente Alto,2024,06:00,64.8
Puente Alto,2024,07:00,65.5
Puente Alto,2024,08:00,65.7
Puente Alto,2024,09:00,65.4
Puente Alto,2024,10:00,65.2
Puente Alto,2024,11:00,65.7
Puente Alto,2024,12:00,66.4
Puente Alto,2024,13:00,66.1
Puente Alto,2024,14:00,66.3
Puente Alto,2024,15:00,65.8
Puente Alto,2024,16:00,66
Puente Alto,2024,17:00,65.8
Puente Alto,2024,18:00,66.7
Puente Alto,2024,19:00,66.6
Puente Alto,2024,20:00,66.6
Puente Alto,2024,21:00,66.4
Puente Alto,2024,22:00,66
Puente Alto,2024,23:00,64.9
Puente Alto,2025,00:00,65.6
Puente Alto,2025,01:00,64
Puente Alto,2025,02:00,62.6
Puente Alto,2025,03:00,61.5
Puente Alto,2025,04:00,62.4
Puente Alto,2025,05:00,63.1
Puente Alto,2025,06:00,65.6
Puente Alto,2025,07:00,67.4
Puente Alto,2025,08:00,67.8
Puente Alto,2025,09:00,67.1
Puente Alto,2025,10:00,67.3
Puente Alto,2025,11:00,67.4
Puente Alto,2025,12:00,67.7
Puente Alto,2025,13:00,67.7
Puente Alto,2025,14:00,68.1
Puente Alto,2025,15:00,67.8
Puente Alto,2025,16:00,67.9
Puente Alto,2025,17:00,68.3
Puente Alto,2025,18:00,68.6
Puente Alto,2025,19:00,68.6
Puente Alto,2025,20:00,68.6
Puente Alto,2025,21:00,68.5
Puente Alto,2025,22:00,68.1
Puente Alto,2025,23:00,66.8
San Bernardo,2023,00:00,65.7
San Bernardo,2023,01:00,64.5
San Bernardo,2023,02:00,63.4
San Bernardo,2023,03:00,62.4
San Bernardo,2023,04:00,62
San Bernardo,2023,05:00,63.5
San Bernardo,2023,06:00,66.3
San Bernardo,2023,07:00,65.8
San Bernardo,2023,08:00,66.7
San Bernardo,2023,09:00,67.7
San Bernardo,2023,10:00,67.5
San Bernardo,2023,11:00,67.8
San Bernardo,2023,12:00,68
San Bernardo,2023,13:00,68.1
San Bernardo,2023,14:00,68.4
San Bernardo,2023,15:00,68.5
San Bernardo,2023,16:00,68.6
San Bernardo,2023,17:00,69
San Bernardo,2023,18:00,69.3
San Bernardo,2023,19:00,69.3
San Bernardo,2023,20:00,69.1
San Bernardo,2023,21:00,68.5
San Bernardo,2023,22:00,67.7
San Bernardo,2023,23:00,66.8
San Bernardo,2024,00:00,65
San Bernardo,2024,01:00,63.6
San Bernardo,2024,02:00,62.5
San Bernardo,2024,03:00,61.8
San Bernardo,2024,04:00,62.1
San Bernardo,2024,05:00,64.4
San Bernardo,2024,06:00,67.6
San Bernardo,2024,07:00,67.4
San Bernardo,2024,08:00,67.6
San Bernardo,2024,09:00,67.9
San Bernardo,2024,10:00,68
San Bernardo,2024,11:00,68.2
San Bernardo,2024,12:00,68.2
San Bernardo,2024,13:00,68.5
San Bernardo,2024,14:00,68.5
San Bernardo,2024,15:00,68.7
San Bernardo,2024,16:00,68.9
San Bernardo,2024,17:00,69.3
San Bernardo,2024,18:00,69.5
San Bernardo,2024,19:00,69.4
San Bernardo,2024,20:00,69
San Bernardo,2024,21:00,68.2
San Bernardo,2024,22:00,67.3
San Bernardo,2024,23:00,66.2
San Bernardo,2025,00:00,65.3
San Bernardo,2025,01:00,63.8
San Bernardo,2025,02:00,62.5
San Bernardo,2025,03:00,62
San Bernardo,2025,04:00,62.4
San Bernardo,2025,05:00,64.7
San Bernardo,2025,06:00,67.5
San Bernardo,2025,07:00,67.1
San Bernardo,2025,08:00,67.5
San Bernardo,2025,09:00,68
San Bernardo,2025,10:00,68.1
San Bernardo,2025,11:00,68.5
San Bernardo,2025,12:00,68.3
San Bernardo,2025,13:00,68.3
San Bernardo,2025,14:00,68.5
San Bernardo,2025,15:00,68.7
San Bernardo,2025,16:00,68.9
San Bernardo,2025,17:00,69.3
San Bernardo,2025,18:00,69.4
San Bernardo,2025,19:00,69.4
San Bernardo,2025,20:00,69
San Bernardo,2025,21:00,68.3
San Bernardo,2025,22:00,67.4
San Bernardo,2025,23:00,66.4
San Miguel,2023,00:00,61.5
San Miguel,2023,01:00,60
San Miguel,2023,02:00,57.9
San Miguel,2023,03:00,57.1
San Miguel,2023,04:00,57.2
San Miguel,2023,05:00,60.4
San Miguel,2023,06:00,62.7
San Miguel,2023,07:00,64.7
San Miguel,2023,08:00,64.4
San Miguel,2023,09:00,64
San Miguel,2023,10:00,63.6
San Miguel,2023,11:00,63.9
San Miguel,2023,12:00,63.6
San Miguel,2023,13:00,64.2
San Miguel,2023,14:00,63.9
San Miguel,2023,15:00,63.9
San Miguel,2023,16:00,64.1
San Miguel,2023,17:00,64.3
San Miguel,2023,18:00,64.5
San Miguel,2023,19:00,64.1
San Miguel,2023,20:00,63.8
San Miguel,2023,21:00,63.5
San Miguel,2023,22:00,63.5
San Miguel,2023,23:00,62.3
San Miguel,2024,00:00,61.6
San Miguel,2024,01:00,59.4
San Miguel,2024,02:00,58.1
San Miguel,2024,03:00,56.8
San Miguel,2024,04:00,55.5
San Miguel,2024,05:00,58.1
San Miguel,2024,06:00,61.5
San Miguel,2024,07:00,64.1
San Miguel,2024,08:00,64.3
San Miguel,2024,09:00,63.6
San Miguel,2024,10:00,63.5
San Miguel,2024,11:00,63.6
San Miguel,2024,12:00,63.6
San Miguel,2024,13:00,63.6
San Miguel,2024,14:00,63.6
San Miguel,2024,15:00,63.7
San Miguel,2024,16:00,63.8
San Miguel,2024,17:00,63.8
San Miguel,2024,18:00,64.1
San Miguel,2024,19:00,64.1
San Miguel,2024,20:00,63.8
San Miguel,2024,21:00,63.3
San Miguel,2024,22:00,62.8
San Miguel,2024,23:00,62.2
San Miguel,2025,00:00,61
San Miguel,2025,01:00,59
San Miguel,2025,02:00,57.3
San Miguel,2025,03:00,55.7
San Miguel,2025,04:00,55.8
San Miguel,2025,05:00,57.8
San Miguel,2025,06:00,61.1
San Miguel,2025,07:00,63.7
San Miguel,2025,08:00,64.3
San Miguel,2025,09:00,63.8
San Miguel,2025,10:00,63.7
San Miguel,2025,11:00,63.7
San Miguel,2025,12:00,63.6
San Miguel,2025,13:00,63.3
San Miguel,2025,14:00,63.6
San Miguel,2025,15:00,64
San Miguel,2025,16:00,63.5
San Miguel,2025,17:00,63.3
San Miguel,2025,18:00,63.5
San Miguel,2025,19:00,63.7
San Miguel,2025,20:00,63.1
San Miguel,2025,21:00,63
San Miguel,2025,22:00,62.1
San Miguel,2025,23:00,61.8
San Pedro de La Paz,2024,00:00,69.9
San Pedro de La Paz,2024,01:00,68.5
San Pedro de La Paz,2024,02:00,67
San Pedro de La Paz,2024,03:00,66.4
San Pedro de La Paz,2024,04:00,67
San Pedro de La Paz,2024,05:00,68.5
San Pedro de La Paz,2024,06:00,71
San Pedro de La Paz,2024,07:00,70.8
San Pedro de La Paz,2024,08:00,70.8
San Pedro de La Paz,2024,09:00,71.5
San Pedro de La Paz,2024,10:00,71.6
San Pedro de La Paz,2024,11:00,71.9
San Pedro de La Paz,2024,12:00,71.5
San Pedro de La Paz,2024,13:00,70.9
San Pedro de La Paz,2024,14:00,70.5
San Pedro de La Paz,2024,15:00,70.7
San Pedro de La Paz,2024,16:00,70.1
San Pedro de La Paz,2024,17:00,69.8
San Pedro de La Paz,2024,18:00,69.8
San Pedro de La Paz,2024,19:00,69.6
San Pedro de La Paz,2024,20:00,69.8
San Pedro de La Paz,2024,21:00,70.3
San Pedro de La Paz,2024,22:00,70.9
San Pedro de La Paz,2024,23:00,70.7
San Pedro de La Paz,2025,00:00,70
San Pedro de La Paz,2025,01:00,68.4
San Pedro de La Paz,2025,02:00,67.4
San Pedro de La Paz,2025,03:00,66.7
San Pedro de La Paz,2025,04:00,67.2
San Pedro de La Paz,2025,05:00,68.7
San Pedro de La Paz,2025,06:00,70.9
San Pedro de La Paz,2025,07:00,71.1
San Pedro de La Paz,2025,08:00,70.8
San Pedro de La Paz,2025,09:00,71.4
San Pedro de La Paz,2025,10:00,71.5
San Pedro de La Paz,2025,11:00,71.3
San Pedro de La Paz,2025,12:00,70.8
San Pedro de La Paz,2025,13:00,70.8
San Pedro de La Paz,2025,14:00,70.7
San Pedro de La Paz,2025,15:00,70.6
San Pedro de La Paz,2025,16:00,70.2
San Pedro de La Paz,2025,17:00,70
San Pedro de La Paz,2025,18:00,70
San Pedro de La Paz,2025,19:00,70
San Pedro de La Paz,2025,20:00,69.7
San Pedro de La Paz,2025,21:00,70.3
San Pedro de La Paz,2025,22:00,70.9
San Pedro de La Paz,2025,23:00,70.8
Valparaíso,2023,00:00,60.6
Valparaíso,2023,01:00,59.3
Valparaíso,2023,02:00,58
Valparaíso,2023,03:00,57.1
Valparaíso,2023,04:00,57
Valparaíso,2023,05:00,57.6
Valparaíso,2023,06:00,61.4
Valparaíso,2023,07:00,64.5
Valparaíso,2023,08:00,65.4
Valparaíso,2023,09:00,65.1
Valparaíso,2023,10:00,65.7
Valparaíso,2023,11:00,65.4
Valparaíso,2023,12:00,69.4
Valparaíso,2023,13:00,67.3
Valparaíso,2023,14:00,65.7
Valparaíso,2023,15:00,66.1
Valparaíso,2023,16:00,66.9
Valparaíso,2023,17:00,67.4
Valparaíso,2023,18:00,65.7
Valparaíso,2023,19:00,66.5
Valparaíso,2023,20:00,65.6
Valparaíso,2023,21:00,65.4
Valparaíso,2023,22:00,63.6
Valparaíso,2023,23:00,62.8
Valparaíso,2024,00:00,61.3
Valparaíso,2024,01:00,58.7
Valparaíso,2024,02:00,57.5
Valparaíso,2024,03:00,57.1
Valparaíso,2024,04:00,56.8
Valparaíso,2024,05:00,57.5
Valparaíso,2024,06:00,61.2
Valparaíso,2024,07:00,64.7
Valparaíso,2024,08:00,65.4
Valparaíso,2024,09:00,65.6
Valparaíso,2024,10:00,65.8
Valparaíso,2024,11:00,65.7
Valparaíso,2024,12:00,68.5
Valparaíso,2024,13:00,66.8
Valparaíso,2024,14:00,66.3
Valparaíso,2024,15:00,65.8
Valparaíso,2024,16:00,66.3
Valparaíso,2024,17:00,66.4
Valparaíso,2024,18:00,66.5
Valparaíso,2024,19:00,67.2
Valparaíso,2024,20:00,66.1
Valparaíso,2024,21:00,65.9
Valparaíso,2024,22:00,63.5
Valparaíso,2024,23:00,62.1
Valparaíso,2025,00:00,61.9
Valparaíso,2025,01:00,59.3
Valparaíso,2025,02:00,58.9
Valparaíso,2025,03:00,57.9
Valparaíso,2025,04:00,56.5
Valparaíso,2025,05:00,59.1
Valparaíso,2025,06:00,61.9
Valparaíso,2025,07:00,65
Valparaíso,2025,08:00,65.9
Valparaíso,2025,09:00,65.8
Valparaíso,2025,10:00,66.1
Valparaíso,2025,11:00,66
Valparaíso,2025,12:00,66.2
Valparaíso,2025,13:00,66.1
Valparaíso,2025,14:00,66.2
Valparaíso,2025,15:00,66.2
Valparaíso,2025,16:00,66
Valparaíso,2025,17:00,66.3
Valparaíso,2025,18:00,66.3
Valparaíso,2025,19:00,66.3
Valparaíso,2025,20:00,65.7
Valparaíso,2025,21:00,64.7
Valparaíso,2025,22:00,63.5
Valparaíso,2025,23:00,62.4
Viña del Mar,2023,00:00,62.2
Viña del Mar,2023,01:00,60.5
Viña del Mar,2023,02:00,59.4
Viña del Mar,2023,03:00,59.5
Viña del Mar,2023,04:00,57.5
Viña del Mar,2023,05:00,60.6
Viña del Mar,2023,06:00,65
Viña del Mar,2023,07:00,68.2
Viña del Mar,2023,08:00,68.4
Viña del Mar,2023,09:00,68
Viña del Mar,2023,10:00,67.8
Viña del Mar,2023,11:00,68.2
Viña del Mar,2023,12:00,68
Viña del Mar,2023,13:00,68.5
Viña del Mar,2023,14:00,68.6
Viña del Mar,2023,15:00,68.3
Viña del Mar,2023,16:00,67.9
Viña del Mar,2023,17:00,67.8
Viña del Mar,2023,18:00,67
Viña del Mar,2023,19:00,68
Viña del Mar,2023,20:00,67.7
Viña del Mar,2023,21:00,67
Viña del Mar,2023,22:00,65.7
Viña del Mar,2023,23:00,64.3
Viña del Mar,2024,00:00,62
Viña del Mar,2024,01:00,60.3
Viña del Mar,2024,02:00,58.8
Viña del Mar,2024,03:00,58.1
Viña del Mar,2024,04:00,57.9
Viña del Mar,2024,05:00,60.9
Viña del Mar,2024,06:00,64.8
Viña del Mar,2024,07:00,68.5
Viña del Mar,2024,08:00,68.7
Viña del Mar,2024,09:00,68.5
Viña del Mar,2024,10:00,68.3
Viña del Mar,2024,11:00,68
Viña del Mar,2024,12:00,68.6
Viña del Mar,2024,13:00,68.3
Viña del Mar,2024,14:00,68.4
Viña del Mar,2024,15:00,68.6
Viña del Mar,2024,16:00,68.4
Viña del Mar,2024,17:00,67.6
Viña del Mar,2024,18:00,67.5
Viña del Mar,2024,19:00,67.8
Viña del Mar,2024,20:00,67.7
Viña del Mar,2024,21:00,66.8
Viña del Mar,2024,22:00,65.2
Viña del Mar,2024,23:00,64
Viña del Mar,2025,00:00,62.6
Viña del Mar,2025,01:00,60.7
Viña del Mar,2025,02:00,59.3
Viña del Mar,2025,03:00,58.2
Viña del Mar,2025,04:00,58.1
Viña del Mar,2025,05:00,61.5
Viña del Mar,2025,06:00,65.3
Viña del Mar,2025,07:00,68.6
Viña del Mar,2025,08:00,68.8
Viña del Mar,2025,09:00,68.3
Viña del Mar,2025,10:00,67.8
Viña del Mar,2025,11:00,67.9
Viña del Mar,2025,12:00,68.3
Viña del Mar,2025,13:00,68.3
Viña del Mar,2025,14:00,68.5
Viña del Mar,2025,15:00,68.3
Viña del Mar,2025,16:00,68.2
Viña del Mar,2025,17:00,67.8
Viña del Mar,2025,18:00,67.6
Viña del Mar,2025,19:00,67.7
Viña del Mar,2025,20:00,67.8
Viña del Mar,2025,21:00,67.1
Viña del Mar,2025,22:00,65.8
Viña del Mar,2025,23:00,64.1
Viña del Mar Reemplazo,2024,00:00,62.1
Viña del Mar Reemplazo,2024,01:00,60.4
Viña del Mar Reemplazo,2024,02:00,58.3
Viña del Mar Reemplazo,2024,03:00,57.4
Viña del Mar Reemplazo,2024,04:00,58.9
Viña del Mar Reemplazo,2024,05:00,60.3
Viña del Mar Reemplazo,2024,06:00,64.6
Viña del Mar Reemplazo,2024,07:00,67.7
Viña del Mar Reemplazo,2024,08:00,67.6
Viña del Mar Reemplazo,2024,09:00,66.9
Viña del Mar Reemplazo,2024,10:00,66.5
Viña del Mar Reemplazo,2024,11:00,66.7
Viña del Mar Reemplazo,2024,12:00,70.4
Viña del Mar Reemplazo,2024,13:00,69
Viña del Mar Reemplazo,2024,14:00,67
Viña del Mar Reemplazo,2024,15:00,67.2
Viña del Mar Reemplazo,2024,16:00,67.1
Viña del Mar Reemplazo,2024,17:00,67.7
Viña del Mar Reemplazo,2024,18:00,66.2
Viña del Mar Reemplazo,2024,19:00,66.9
Viña del Mar Reemplazo,2024,20:00,66.6
Viña del Mar Reemplazo,2024,21:00,66.6
Viña del Mar Reemplazo,2024,22:00,65.3
Viña del Mar Reemplazo,2024,23:00,63.5
Ñuñoa,2023,00:00,48.7
Ñuñoa,2023,01:00,47.3
Ñuñoa,2023,02:00,46.3
Ñuñoa,2023,03:00,45.8
Ñuñoa,2023,04:00,45.8
Ñuñoa,2023,05:00,47
Ñuñoa,2023,06:00,49.2
Ñuñoa,2023,07:00,54.5
Ñuñoa,2023,08:00,56
Ñuñoa,2023,09:00,55.3
Ñuñoa,2023,10:00,56.1
Ñuñoa,2023,11:00,56.1
Ñuñoa,2023,12:00,57.9
Ñuñoa,2023,13:00,56.7
Ñuñoa,2023,14:00,56.4
Ñuñoa,2023,15:00,55.7
Ñuñoa,2023,16:00,55
Ñuñoa,2023,17:00,54.9
Ñuñoa,2023,18:00,55.4
Ñuñoa,2023,19:00,55.3
Ñuñoa,2023,20:00,54.2
Ñuñoa,2023,21:00,52.8
Ñuñoa,2023,22:00,51.6
Ñuñoa,2023,23:00,49.8
Ñuñoa,2024,00:00,47.8
Ñuñoa,2024,01:00,46.4
Ñuñoa,2024,02:00,44.6
Ñuñoa,2024,03:00,45.6
Ñuñoa,2024,04:00,47.6
Ñuñoa,2024,05:00,48.6
Ñuñoa,2024,06:00,48.2
Ñuñoa,2024,07:00,55.1
Ñuñoa,2024,08:00,55.8
Ñuñoa,2024,09:00,55.5
Ñuñoa,2024,10:00,55.7
Ñuñoa,2024,11:00,55.8
Ñuñoa,2024,12:00,55.5
Ñuñoa,2024,13:00,55
Ñuñoa,2024,14:00,54.6
Ñuñoa,2024,15:00,54.8
Ñuñoa,2024,16:00,55.3
Ñuñoa,2024,17:00,55
Ñuñoa,2024,18:00,55.3
Ñuñoa,2024,19:00,55
Ñuñoa,2024,20:00,55.3
Ñuñoa,2024,21:00,53
Ñuñoa,2024,22:00,51.7
Ñuñoa,2024,23:00,49.4
